Kabupaten_Kota,Tahun,Kategori,Produk,Pengeluaran,Is_Total,Region,Kategori_Pengeluaran,Pengeluaran_Bulanan,Pengeluaran_Tahunan
Trenggalek,2023,Buah,BUAH-BUAHAN,4887.36,True,Lainnya,Sangat Tinggi,19549.44,254142.71999999997
Tulungagung,2023,Buah,BUAH-BUAHAN,7091.38,True,Lainnya,Sangat Tinggi,28365.52,368751.76
Blitar,2023,Buah,BUAH-BUAHAN,6546.07,True,Lainnya,Sangat Tinggi,26184.28,340395.64
Kediri,2023,Buah,BUAH-BUAHAN,6398.5,True,Lainnya,Sangat Tinggi,25594.0,332722.0
Malang,2023,Buah,BUAH-BUAHAN,7604.38,True,Lainnya,Sangat Tinggi,30417.52,395427.76
Lumajang,2023,Buah,BUAH-BUAHAN,8678.06,True,Lainnya,Sangat Tinggi,34712.24,451259.12
Jember,2023,Buah,BUAH-BUAHAN,6534.52,True,Lainnya,Sangat Tinggi,26138.08,339795.04000000004
Banyuwangi,2023,Buah,BUAH-BUAHAN,6588.77,True,Lainnya,Sangat Tinggi,26355.08,342616.04000000004
Bondowoso,2023,Buah,BUAH-BUAHAN,6012.98,True,Lainnya,Sangat Tinggi,24051.92,312674.95999999996
Situbondo,2023,Buah,BUAH-BUAHAN,4415.99,True,Lainnya,Sangat Tinggi,17663.96,229631.47999999998
Probolinggo,2023,Buah,BUAH-BUAHAN,4593.19,True,Lainnya,Sangat Tinggi,18372.76,238845.87999999998
Pasuruan,2023,Buah,BUAH-BUAHAN,7145.8,True,Lainnya,Sangat Tinggi,28583.2,371581.60000000003
Sidoarjo,2023,Buah,BUAH-BUAHAN,9869.22,True,Lainnya,Sangat Tinggi,39476.88,513199.43999999994
Mojokerto,2023,Buah,BUAH-BUAHAN,8650.64,True,Lainnya,Sangat Tinggi,34602.56,449833.27999999997
Jombang,2023,Buah,BUAH-BUAHAN,7059.96,True,Lainnya,Sangat Tinggi,28239.84,367117.92
Nganjuk,2023,Buah,BUAH-BUAHAN,6506.08,True,Lainnya,Sangat Tinggi,26024.32,338316.16
Madiun,2023,Buah,BUAH-BUAHAN,6664.93,True,Lainnya,Sangat Tinggi,26659.72,346576.36
Magetan,2023,Buah,BUAH-BUAHAN,6215.13,True,Lainnya,Sangat Tinggi,24860.52,323186.76
Ngawi,2023,Buah,BUAH-BUAHAN,6197.41,True,Lainnya,Sangat Tinggi,24789.64,322265.32
Bojonegoro,2023,Buah,BUAH-BUAHAN,5750.32,True,Lainnya,Sangat Tinggi,23001.28,299016.64
Tuban,2023,Buah,BUAH-BUAHAN,8268.25,True,Lainnya,Sangat Tinggi,33073.0,429949.0
Lamongan,2023,Buah,BUAH-BUAHAN,7971.02,True,Lainnya,Sangat Tinggi,31884.08,414493.04000000004
Gresik,2023,Buah,BUAH-BUAHAN,9496.53,True,Lainnya,Sangat Tinggi,37986.12,493819.56000000006
Bangkalan,2023,Buah,BUAH-BUAHAN,4507.44,True,Lainnya,Sangat Tinggi,18029.76,234386.87999999998
Sampang,2023,Buah,BUAH-BUAHAN,2694.8,True,Lainnya,Sangat Tinggi,10779.2,140129.6
Pamekasan,2023,Buah,BUAH-BUAHAN,4527.99,True,Lainnya,Sangat Tinggi,18111.96,235455.47999999998
Sumenep,2023,Buah,BUAH-BUAHAN,10081.6,True,Lainnya,Sangat Tinggi,40326.4,524243.2
Kota Kediri,2023,Buah,BUAH-BUAHAN,8880.25,True,Lainnya,Sangat Tinggi,35521.0,461773.0
Kota Blitar,2023,Buah,BUAH-BUAHAN,9699.57,True,Lainnya,Sangat Tinggi,38798.28,504377.64
Kota Malang,2023,Buah,BUAH-BUAHAN,9186.93,True,Lainnya,Sangat Tinggi,36747.72,477720.36
Kota Probolinggo,2023,Buah,BUAH-BUAHAN,5458.07,True,Lainnya,Sangat Tinggi,21832.28,283819.64
Kota Pasuruan,2023,Buah,BUAH-BUAHAN,8885.28,True,Lainnya,Sangat Tinggi,35541.12,462034.56000000006
Kota Mojokerto,2023,Buah,BUAH-BUAHAN,7803.34,True,Lainnya,Sangat Tinggi,31213.36,405773.68
Kota Madiun,2023,Buah,BUAH-BUAHAN,11489.79,True,Lainnya,Sangat Tinggi,45959.16,597469.0800000001
Kota Surabaya,2023,Buah,BUAH-BUAHAN,11105.57,True,Lainnya,Sangat Tinggi,44422.28,577489.64
Kota Batu,2023,Buah,BUAH-BUAHAN,9167.29,True,Lainnya,Sangat Tinggi,36669.16,476699.0800000001
Pandeglang,2023,Buah,BUAH-BUAHAN,4305.88,True,Lainnya,Sangat Tinggi,17223.52,223905.76
Lebak,2023,Buah,BUAH-BUAHAN,6130.86,True,Lainnya,Sangat Tinggi,24523.44,318804.72
Tangerang,2023,Buah,BUAH-BUAHAN,7277.8,True,Lainnya,Sangat Tinggi,29111.2,378445.60000000003
Serang,2023,Buah,BUAH-BUAHAN,6828.1,True,Lainnya,Sangat Tinggi,27312.4,355061.2
Kota Tangerang,2023,Buah,BUAH-BUAHAN,15419.53,True,Lainnya,Sangat Tinggi,61678.12,801815.56
Kota Cilegon,2023,Buah,BUAH-BUAHAN,8510.39,True,Lainnya,Sangat Tinggi,34041.56,442540.27999999997
Kota Serang,2023,Buah,BUAH-BUAHAN,7698.9,True,Lainnya,Sangat Tinggi,30795.6,400342.8
Kota Tangerang Selatan,2023,Buah,BUAH-BUAHAN,11308.21,True,Lainnya,Sangat Tinggi,45232.84,588026.9199999999
Jembrana,2023,Buah,BUAH-BUAHAN,6723.07,True,Lainnya,Sangat Tinggi,26892.28,349599.64
Tabanan,2023,Buah,BUAH-BUAHAN,7457.46,True,Lainnya,Sangat Tinggi,29829.84,387787.92
Badung,2023,Buah,BUAH-BUAHAN,8914.29,True,Lainnya,Sangat Tinggi,35657.16,463543.0800000001
Gianyar,2023,Buah,BUAH-BUAHAN,8778.08,True,Lainnya,Sangat Tinggi,35112.32,456460.16
Klungkung,2023,Buah,BUAH-BUAHAN,7672.62,True,Lainnya,Sangat Tinggi,30690.48,398976.24
Bangli,2023,Buah,BUAH-BUAHAN,9351.28,True,Lainnya,Sangat Tinggi,37405.12,486266.56000000006
Karangasem,2023,Buah,BUAH-BUAHAN,3420.63,True,Lainnya,Sangat Tinggi,13682.52,177872.76
Buleleng,2023,Buah,BUAH-BUAHAN,6784.95,True,Lainnya,Sangat Tinggi,27139.8,352817.39999999997
Kota Denpasar,2023,Buah,BUAH-BUAHAN,9406.75,True,Lainnya,Sangat Tinggi,37627.0,489151.0
Lombok Barat,2023,Buah,BUAH-BUAHAN,8412.24,True,Lainnya,Sangat Tinggi,33648.96,437436.48
Lombok Tengah,2023,Buah,BUAH-BUAHAN,7971.54,True,Lainnya,Sangat Tinggi,31886.16,414520.08
Lombok Timur,2023,Buah,BUAH-BUAHAN,11053.4,True,Lainnya,Sangat Tinggi,44213.6,574776.7999999999
Sumbawa,2023,Buah,BUAH-BUAHAN,9751.65,True,Lainnya,Sangat Tinggi,39006.6,507085.8
Dompu,2023,Buah,BUAH-BUAHAN,6782.93,True,Lainnya,Sangat Tinggi,27131.72,352712.36
Bima,2023,Buah,BUAH-BUAHAN,7630.0,True,Lainnya,Sangat Tinggi,30520.0,396760.0
Sumbawa Barat,2023,Buah,BUAH-BUAHAN,13487.77,True,Lainnya,Sangat Tinggi,53951.08,701364.04
Lombok Utara,2023,Buah,BUAH-BUAHAN,13338.92,True,Lainnya,Sangat Tinggi,53355.68,693623.84
Kota Mataram,2023,Buah,BUAH-BUAHAN,12829.62,True,Lainnya,Sangat Tinggi,51318.48,667140.24
Kota Bima,2023,Buah,BUAH-BUAHAN,10311.03,True,Lainnya,Sangat Tinggi,41244.12,536173.56
Sumba Barat,2023,Buah,BUAH-BUAHAN,4595.0,True,Lainnya,Sangat Tinggi,18380.0,238940.0
Sumba Timur,2023,Buah,BUAH-BUAHAN,3993.0,True,Lainnya,Sangat Tinggi,15972.0,207636.0
Kupang,2023,Buah,BUAH-BUAHAN,2919.0,True,Lainnya,Sangat Tinggi,11676.0,151788.0
Timor Tengah Selatan,2023,Buah,BUAH-BUAHAN,5046.06,True,Lainnya,Sangat Tinggi,20184.24,262395.12
Timor Tengah Utara,2023,Buah,BUAH-BUAHAN,3052.7,True,Lainnya,Sangat Tinggi,12210.8,158740.4
Belu,2023,Buah,BUAH-BUAHAN,3055.93,True,Lainnya,Sangat Tinggi,12223.72,158908.36
Alor,2023,Buah,BUAH-BUAHAN,4346.09,True,Lainnya,Sangat Tinggi,17384.36,225996.68
Lembata,2023,Buah,BUAH-BUAHAN,5853.51,True,Lainnya,Sangat Tinggi,23414.04,304382.52
Flores Timur,2023,Buah,BUAH-BUAHAN,3688.43,True,Lainnya,Sangat Tinggi,14753.72,191798.36
Sikka,2023,Buah,BUAH-BUAHAN,2575.14,True,Lainnya,Sangat Tinggi,10300.56,133907.28
Ende,2023,Buah,BUAH-BUAHAN,4843.16,True,Lainnya,Sangat Tinggi,19372.64,251844.32
Ngada,2023,Buah,BUAH-BUAHAN,5195.23,True,Lainnya,Sangat Tinggi,20780.92,270151.95999999996
Manggarai,2023,Buah,BUAH-BUAHAN,3687.44,True,Lainnya,Sangat Tinggi,14749.76,191746.88
Rote Ndao,2023,Buah,BUAH-BUAHAN,1890.55,True,Lainnya,Tinggi,7562.2,98308.59999999999
Manggarai Barat,2023,Buah,BUAH-BUAHAN,4982.79,True,Lainnya,Sangat Tinggi,19931.16,259105.08
Sumba Tengah,2023,Buah,BUAH-BUAHAN,4519.12,True,Lainnya,Sangat Tinggi,18076.48,234994.24
Sumba Barat Daya,2023,Buah,BUAH-BUAHAN,4147.88,True,Lainnya,Sangat Tinggi,16591.52,215689.76
Nagekeo,2023,Buah,BUAH-BUAHAN,5039.24,True,Lainnya,Sangat Tinggi,20156.96,262040.47999999998
Manggarai Timur,2023,Buah,BUAH-BUAHAN,2805.13,True,Lainnya,Sangat Tinggi,11220.52,145866.76
Sabu Raijua,2023,Buah,BUAH-BUAHAN,3196.39,True,Lainnya,Sangat Tinggi,12785.56,166212.28
Malaka,2023,Buah,BUAH-BUAHAN,2749.6,True,Lainnya,Sangat Tinggi,10998.4,142979.19999999998
Kota Kupang,2023,Buah,BUAH-BUAHAN,6135.88,True,Lainnya,Sangat Tinggi,24543.52,319065.76
Sambas,2023,Buah,BUAH-BUAHAN,4745.13,True,Lainnya,Sangat Tinggi,18980.52,246746.76
Bengkayang,2023,Buah,BUAH-BUAHAN,6241.3,True,Lainnya,Sangat Tinggi,24965.2,324547.60000000003
Landak,2023,Buah,BUAH-BUAHAN,5298.36,True,Lainnya,Sangat Tinggi,21193.44,275514.72
Mempawah,2023,Buah,BUAH-BUAHAN,3977.97,True,Lainnya,Sangat Tinggi,15911.88,206854.44
Sanggau,2023,Buah,BUAH-BUAHAN,3549.46,True,Lainnya,Sangat Tinggi,14197.84,184571.92
Ketapang,2023,Buah,BUAH-BUAHAN,5064.68,True,Lainnya,Sangat Tinggi,20258.72,263363.36
Sintang,2023,Buah,BUAH-BUAHAN,4963.96,True,Lainnya,Sangat Tinggi,19855.84,258125.92
Kapuas Hulu,2023,Buah,BUAH-BUAHAN,4832.73,True,Lainnya,Sangat Tinggi,19330.92,251301.95999999996
Sekadau,2023,Buah,BUAH-BUAHAN,5042.95,True,Lainnya,Sangat Tinggi,20171.8,262233.39999999997
Melawi,2023,Buah,BUAH-BUAHAN,4079.59,True,Lainnya,Sangat Tinggi,16318.36,212138.68
Kayong Utara,2023,Buah,BUAH-BUAHAN,4017.88,True,Lainnya,Sangat Tinggi,16071.52,208929.76
Kubu Raya,2023,Buah,BUAH-BUAHAN,3477.08,True,Lainnya,Sangat Tinggi,13908.32,180808.16
Kota Pontianak,2023,Buah,BUAH-BUAHAN,7416.52,True,Lainnya,Sangat Tinggi,29666.08,385659.04000000004
Kota Singkawang,2023,Buah,BUAH-BUAHAN,6826.99,True,Lainnya,Sangat Tinggi,27307.96,355003.48
Kotawaringin Barat,2023,Buah,BUAH-BUAHAN,9619.59,True,Lainnya,Sangat Tinggi,38478.36,500218.68
Kotawaringin Timur,2023,Buah,BUAH-BUAHAN,7455.72,True,Lainnya,Sangat Tinggi,29822.88,387697.44
Kapuas,2023,Buah,BUAH-BUAHAN,4550.98,True,Lainnya,Sangat Tinggi,18203.92,236650.95999999996
Barito Selatan,2023,Buah,BUAH-BUAHAN,3950.68,True,Lainnya,Sangat Tinggi,15802.72,205435.36
Barito Utara,2023,Buah,BUAH-BUAHAN,10779.66,True,Lainnya,Sangat Tinggi,43118.64,560542.32
Sukamara,2023,Buah,BUAH-BUAHAN,6850.77,True,Lainnya,Sangat Tinggi,27403.08,356240.04000000004
Lamandau,2023,Buah,BUAH-BUAHAN,9996.01,True,Lainnya,Sangat Tinggi,39984.04,519792.52
Seruyan,2023,Buah,BUAH-BUAHAN,6153.63,True,Lainnya,Sangat Tinggi,24614.52,319988.76
Katingan,2023,Buah,BUAH-BUAHAN,5752.49,True,Lainnya,Sangat Tinggi,23009.96,299129.48
Pulang Pisau,2023,Buah,BUAH-BUAHAN,5172.67,True,Lainnya,Sangat Tinggi,20690.68,268978.84
Gunung Mas,2023,Buah,BUAH-BUAHAN,5498.31,True,Lainnya,Sangat Tinggi,21993.24,285912.12
Barito Timur,2023,Buah,BUAH-BUAHAN,6928.08,True,Lainnya,Sangat Tinggi,27712.32,360260.16
Murung Raya,2023,Buah,BUAH-BUAHAN,5581.57,True,Lainnya,Sangat Tinggi,22326.28,290241.64
Kota Palangka Raya,2023,Buah,BUAH-BUAHAN,8486.89,True,Lainnya,Sangat Tinggi,33947.56,441318.27999999997
Tanah Laut,2023,Buah,BUAH-BUAHAN,7439.54,True,Lainnya,Sangat Tinggi,29758.16,386856.08
Kota Baru,2023,Buah,BUAH-BUAHAN,6254.09,True,Lainnya,Sangat Tinggi,25016.36,325212.68
Banjar,2023,Buah,BUAH-BUAHAN,6041.78,True,Lainnya,Sangat Tinggi,24167.12,314172.56
Barito Kuala,2023,Buah,BUAH-BUAHAN,4974.53,True,Lainnya,Sangat Tinggi,19898.12,258675.56
Tapin,2023,Buah,BUAH-BUAHAN,5703.74,True,Lainnya,Sangat Tinggi,22814.96,296594.48
Hulu Sungai Selatan,2023,Buah,BUAH-BUAHAN,4130.71,True,Lainnya,Sangat Tinggi,16522.84,214796.92
Hulu Sungai Tengah,2023,Buah,BUAH-BUAHAN,6313.2,True,Lainnya,Sangat Tinggi,25252.8,328286.39999999997
Hulu Sungai Utara,2023,Buah,BUAH-BUAHAN,4743.69,True,Lainnya,Sangat Tinggi,18974.76,246671.87999999998
Tabalong,2023,Buah,BUAH-BUAHAN,8056.41,True,Lainnya,Sangat Tinggi,32225.64,418933.32
Tanah Bumbu,2023,Buah,BUAH-BUAHAN,8110.6,True,Lainnya,Sangat Tinggi,32442.4,421751.2
Balangan,2023,Buah,BUAH-BUAHAN,6416.55,True,Lainnya,Sangat Tinggi,25666.2,333660.60000000003
Kota Banjarmasin,2023,Buah,BUAH-BUAHAN,5797.49,True,Lainnya,Sangat Tinggi,23189.96,301469.48
Kota Banjar Baru,2023,Buah,BUAH-BUAHAN,9333.1,True,Lainnya,Sangat Tinggi,37332.4,485321.2
Paser,2023,Buah,BUAH-BUAHAN,10417.99,True,Lainnya,Sangat Tinggi,41671.96,541735.48
Kutai Barat,2023,Buah,BUAH-BUAHAN,12156.65,True,Lainnya,Sangat Tinggi,48626.6,632145.7999999999
Kutai Kartanegara,2023,Buah,BUAH-BUAHAN,8482.65,True,Lainnya,Sangat Tinggi,33930.6,441097.8
Kutai Timur,2023,Buah,BUAH-BUAHAN,11693.15,True,Lainnya,Sangat Tinggi,46772.6,608043.7999999999
Berau,2023,Buah,BUAH-BUAHAN,12348.27,True,Lainnya,Sangat Tinggi,49393.08,642110.04
Penajam Paser Utara,2023,Buah,BUAH-BUAHAN,6788.38,True,Lainnya,Sangat Tinggi,27153.52,352995.76
Mahakam Ulu,2023,Buah,BUAH-BUAHAN,8348.26,True,Lainnya,Sangat Tinggi,33393.04,434109.52
Kota Balikpapan,2023,Buah,BUAH-BUAHAN,10902.56,True,Lainnya,Sangat Tinggi,43610.24,566933.12
Kota Samarinda,2023,Buah,BUAH-BUAHAN,10816.21,True,Lainnya,Sangat Tinggi,43264.84,562442.9199999999
Kota Bontang,2023,Buah,BUAH-BUAHAN,9957.74,True,Lainnya,Sangat Tinggi,39830.96,517802.48
Malinau,2023,Buah,BUAH-BUAHAN,4023.16,True,Lainnya,Sangat Tinggi,16092.64,209204.32
Bulungan,2023,Buah,BUAH-BUAHAN,12263.53,True,Lainnya,Sangat Tinggi,49054.12,637703.56
Tana Tidung,2023,Buah,BUAH-BUAHAN,6729.92,True,Lainnya,Sangat Tinggi,26919.68,349955.84
Nunukan,2023,Buah,BUAH-BUAHAN,5945.19,True,Lainnya,Sangat Tinggi,23780.76,309149.88
Kota Tarakan,2023,Buah,BUAH-BUAHAN,8577.0,True,Lainnya,Sangat Tinggi,34308.0,446004.0
Bolaang Mongondow,2023,Buah,BUAH-BUAHAN,5772.41,True,Lainnya,Sangat Tinggi,23089.64,300165.32
Minahasa,2023,Buah,BUAH-BUAHAN,7528.79,True,Lainnya,Sangat Tinggi,30115.16,391497.08
Kepulauan Sangihe,2023,Buah,BUAH-BUAHAN,5814.34,True,Lainnya,Sangat Tinggi,23257.36,302345.68
Kepulauan Talaud,2023,Buah,BUAH-BUAHAN,6522.42,True,Lainnya,Sangat Tinggi,26089.68,339165.84
Minahasa Selatan,2023,Buah,BUAH-BUAHAN,6078.36,True,Lainnya,Sangat Tinggi,24313.44,316074.72
Minahasa Utara,2023,Buah,BUAH-BUAHAN,7666.87,True,Lainnya,Sangat Tinggi,30667.48,398677.24
Bolaang Mongondow Utara,2023,Buah,BUAH-BUAHAN,4892.78,True,Lainnya,Sangat Tinggi,19571.12,254424.56
Siau Tagulandang Biaro,2023,Buah,BUAH-BUAHAN,7151.55,True,Lainnya,Sangat Tinggi,28606.2,371880.60000000003
Minahasa Tenggara,2023,Buah,BUAH-BUAHAN,6448.79,True,Lainnya,Sangat Tinggi,25795.16,335337.08
Bolaang Mongondow Selatan,2023,Buah,BUAH-BUAHAN,10068.8,True,Lainnya,Sangat Tinggi,40275.2,523577.6
Bolaang Mongondow Timur,2023,Buah,BUAH-BUAHAN,8934.48,True,Lainnya,Sangat Tinggi,35737.92,464592.95999999996
Kota Manado,2023,Buah,BUAH-BUAHAN,7011.45,True,Lainnya,Sangat Tinggi,28045.8,364595.39999999997
Kota Bitung,2023,Buah,BUAH-BUAHAN,6294.13,True,Lainnya,Sangat Tinggi,25176.52,327294.76
Kota Tomohon,2023,Buah,BUAH-BUAHAN,6832.0,True,Lainnya,Sangat Tinggi,27328.0,355264.0
Kota Kotamobagu,2023,Buah,BUAH-BUAHAN,6976.93,True,Lainnya,Sangat Tinggi,27907.72,362800.36
Banggai Kepulauan,2023,Buah,BUAH-BUAHAN,6827.84,True,Lainnya,Sangat Tinggi,27311.36,355047.68
Banggai,2023,Buah,BUAH-BUAHAN,7139.92,True,Lainnya,Sangat Tinggi,28559.68,371275.84
Morowali,2023,Buah,BUAH-BUAHAN,11146.34,True,Lainnya,Sangat Tinggi,44585.36,579609.68
Poso,2023,Buah,BUAH-BUAHAN,11833.87,True,Lainnya,Sangat Tinggi,47335.48,615361.24
Donggala,2023,Buah,BUAH-BUAHAN,4194.69,True,Lainnya,Sangat Tinggi,16778.76,218123.87999999998
Toli-Toli,2023,Buah,BUAH-BUAHAN,4255.01,True,Lainnya,Sangat Tinggi,17020.04,221260.52000000002
Buol,2023,Buah,BUAH-BUAHAN,4963.06,True,Lainnya,Sangat Tinggi,19852.24,258079.12000000002
Parigi Moutong,2023,Buah,BUAH-BUAHAN,6443.09,True,Lainnya,Sangat Tinggi,25772.36,335040.68
Tojo Una-Una,2023,Buah,BUAH-BUAHAN,7715.84,True,Lainnya,Sangat Tinggi,30863.36,401223.68
Sigi,2023,Buah,BUAH-BUAHAN,5264.32,True,Lainnya,Sangat Tinggi,21057.28,273744.64
Banggai Laut,2023,Buah,BUAH-BUAHAN,7782.97,True,Lainnya,Sangat Tinggi,31131.88,404714.44
Morowali Utara,2023,Buah,BUAH-BUAHAN,11296.26,True,Lainnya,Sangat Tinggi,45185.04,587405.52
Kota Palu,2023,Buah,BUAH-BUAHAN,7105.0,True,Lainnya,Sangat Tinggi,28420.0,369460.0
Kepulauan Selayar,2023,Buah,BUAH-BUAHAN,6560.91,True,Lainnya,Sangat Tinggi,26243.64,341167.32
Bulukumba,2023,Buah,BUAH-BUAHAN,9360.29,True,Lainnya,Sangat Tinggi,37441.16,486735.0800000001
Bantaeng,2023,Buah,BUAH-BUAHAN,9860.17,True,Lainnya,Sangat Tinggi,39440.68,512728.84
Jeneponto,2023,Buah,BUAH-BUAHAN,5009.78,True,Lainnya,Sangat Tinggi,20039.12,260508.56
Takalar,2023,Buah,BUAH-BUAHAN,5435.38,True,Lainnya,Sangat Tinggi,21741.52,282639.76
Gowa,2023,Buah,BUAH-BUAHAN,6177.75,True,Lainnya,Sangat Tinggi,24711.0,321243.0
Sinjai,2023,Buah,BUAH-BUAHAN,6194.32,True,Lainnya,Sangat Tinggi,24777.28,322104.64
Maros,2023,Buah,BUAH-BUAHAN,5905.42,True,Lainnya,Sangat Tinggi,23621.68,307081.84
Pangkajene dan Kepulauan,2023,Buah,BUAH-BUAHAN,7604.4,True,Lainnya,Sangat Tinggi,30417.6,395428.8
Barru,2023,Buah,BUAH-BUAHAN,5447.83,True,Lainnya,Sangat Tinggi,21791.32,283287.16
Bone,2023,Buah,BUAH-BUAHAN,4259.64,True,Lainnya,Sangat Tinggi,17038.56,221501.28000000003
Soppeng,2023,Buah,BUAH-BUAHAN,4670.03,True,Lainnya,Sangat Tinggi,18680.12,242841.56
Wajo,2023,Buah,BUAH-BUAHAN,9444.19,True,Lainnya,Sangat Tinggi,37776.76,491097.88
Sidenreng Rappang,2023,Buah,BUAH-BUAHAN,5392.82,True,Lainnya,Sangat Tinggi,21571.28,280426.64
Pinrang,2023,Buah,BUAH-BUAHAN,6096.96,True,Lainnya,Sangat Tinggi,24387.84,317041.92
Enrekang,2023,Buah,BUAH-BUAHAN,7862.17,True,Lainnya,Sangat Tinggi,31448.68,408832.84
Luwu,2023,Buah,BUAH-BUAHAN,8888.74,True,Lainnya,Sangat Tinggi,35554.96,462214.48
Tana Toraja,2023,Buah,BUAH-BUAHAN,4175.0,True,Lainnya,Sangat Tinggi,16700.0,217100.0
Luwu Utara,2023,Buah,BUAH-BUAHAN,11685.99,True,Lainnya,Sangat Tinggi,46743.96,607671.48
Luwu Timur,2023,Buah,BUAH-BUAHAN,14675.26,True,Lainnya,Sangat Tinggi,58701.04,763113.52
Toraja Utara,2023,Buah,BUAH-BUAHAN,6158.43,True,Lainnya,Sangat Tinggi,24633.72,320238.36
Kota Makasar,2023,Buah,BUAH-BUAHAN,7663.52,True,Lainnya,Sangat Tinggi,30654.08,398503.04000000004
Kota Parepare,2023,Buah,BUAH-BUAHAN,6809.87,True,Lainnya,Sangat Tinggi,27239.48,354113.24
Kota Palopo,2023,Buah,BUAH-BUAHAN,17158.63,True,Lainnya,Sangat Tinggi,68634.52,892248.76
Buton,2023,Buah,BUAH-BUAHAN,4282.52,True,Lainnya,Sangat Tinggi,17130.08,222691.04000000004
Muna,2023,Buah,BUAH-BUAHAN,4109.47,True,Lainnya,Sangat Tinggi,16437.88,213692.44
Konawe,2023,Buah,BUAH-BUAHAN,7208.54,True,Lainnya,Sangat Tinggi,28834.16,374844.08
Kolaka,2023,Buah,BUAH-BUAHAN,7435.22,True,Lainnya,Sangat Tinggi,29740.88,386631.44
Konawe Selatan,2023,Buah,BUAH-BUAHAN,4003.45,True,Lainnya,Sangat Tinggi,16013.8,208179.4
Bombana,2023,Buah,BUAH-BUAHAN,5230.58,True,Lainnya,Sangat Tinggi,20922.32,271990.16
Wakatobi,2023,Buah,BUAH-BUAHAN,6380.19,True,Lainnya,Sangat Tinggi,25520.76,331769.88
Kolaka Utara,2023,Buah,BUAH-BUAHAN,14189.08,True,Lainnya,Sangat Tinggi,56756.32,737832.16
Buton Utara,2023,Buah,BUAH-BUAHAN,4522.33,True,Lainnya,Sangat Tinggi,18089.32,235161.16
Konawe Utara,2023,Buah,BUAH-BUAHAN,9525.37,True,Lainnya,Sangat Tinggi,38101.48,495319.24000000005
Kolaka Timur,2023,Buah,BUAH-BUAHAN,6322.3,True,Lainnya,Sangat Tinggi,25289.2,328759.60000000003
Konawe Kepulauan,2023,Buah,BUAH-BUAHAN,6326.14,True,Lainnya,Sangat Tinggi,25304.56,328959.28
Muna Barat,2023,Buah,BUAH-BUAHAN,4307.33,True,Lainnya,Sangat Tinggi,17229.32,223981.16
Buton Tengah,2023,Buah,BUAH-BUAHAN,4133.76,True,Lainnya,Sangat Tinggi,16535.04,214955.52000000002
Buton Selatan,2023,Buah,BUAH-BUAHAN,3147.49,True,Lainnya,Sangat Tinggi,12589.96,163669.47999999998
Kota Kendari,2023,Buah,BUAH-BUAHAN,8962.96,True,Lainnya,Sangat Tinggi,35851.84,466073.9199999999
Kota Baubau,2023,Buah,BUAH-BUAHAN,5792.45,True,Lainnya,Sangat Tinggi,23169.8,301207.39999999997
Boalemo,2023,Buah,BUAH-BUAHAN,4917.08,True,Lainnya,Sangat Tinggi,19668.32,255688.16
Gorontalo,2023,Buah,BUAH-BUAHAN,5590.88,True,Lainnya,Sangat Tinggi,22363.52,290725.76
Pohuwato,2023,Buah,BUAH-BUAHAN,4262.28,True,Lainnya,Sangat Tinggi,17049.12,221638.56
Bone Bolango,2023,Buah,BUAH-BUAHAN,4684.6,True,Lainnya,Sangat Tinggi,18738.4,243599.2
Gorontalo Utara,2023,Buah,BUAH-BUAHAN,5477.63,True,Lainnya,Sangat Tinggi,21910.52,284836.76
Kota Gorontalo,2023,Buah,BUAH-BUAHAN,5215.15,True,Lainnya,Sangat Tinggi,20860.6,271187.8
Majene,2023,Buah,BUAH-BUAHAN,3845.85,True,Lainnya,Sangat Tinggi,15383.4,199984.19999999998
Polewali Mandar,2023,Buah,BUAH-BUAHAN,3820.41,True,Lainnya,Sangat Tinggi,15281.64,198661.32
Mamasa,2023,Buah,BUAH-BUAHAN,2325.04,True,Lainnya,Sangat Tinggi,9300.16,120902.08
Mamuju,2023,Buah,BUAH-BUAHAN,4666.41,True,Lainnya,Sangat Tinggi,18665.64,242653.32
Mamuju Utara,2023,Buah,BUAH-BUAHAN,5305.94,True,Lainnya,Sangat Tinggi,21223.76,275908.88
Mamuju Tengah,2023,Buah,BUAH-BUAHAN,4604.14,True,Lainnya,Sangat Tinggi,18416.56,239415.28000000003
Maluku Tenggara Barat,2023,Buah,BUAH-BUAHAN,3862.34,True,Lainnya,Sangat Tinggi,15449.36,200841.68
Maluku Tenggara,2023,Buah,BUAH-BUAHAN,6078.89,True,Lainnya,Sangat Tinggi,24315.56,316102.28
Maluku Tengah,2023,Buah,BUAH-BUAHAN,8102.57,True,Lainnya,Sangat Tinggi,32410.28,421333.64
Buru,2023,Buah,BUAH-BUAHAN,10017.34,True,Lainnya,Sangat Tinggi,40069.36,520901.68
Kepulauan Aru,2023,Buah,BUAH-BUAHAN,3515.8,True,Lainnya,Sangat Tinggi,14063.2,182821.6
Seram Bagian Barat,2023,Buah,BUAH-BUAHAN,6703.93,True,Lainnya,Sangat Tinggi,26815.72,348604.36
Seram Bagian Timur,2023,Buah,BUAH-BUAHAN,7107.02,True,Lainnya,Sangat Tinggi,28428.08,369565.04000000004
Maluku Barat Daya,2023,Buah,BUAH-BUAHAN,5841.53,True,Lainnya,Sangat Tinggi,23366.12,303759.56
